Job Title,Company Name,Language and Tools,City,Province,Type of Work,Seniority
Senior Data Visualization Architect,Tekshapers Inc,"Machine Learning, Sql, Big Data, Plotly, Database, Machine Learning, R, Cassandra, Big Data, Matplotlib, Snowflake, D3.Js, Hadoop, Google Bigquery, Python, Javascript, D3.Js, Seaborn",Vancouver,BC,In Person,Senior
Senior Analyst,Klick Health,"Big Data, Sql, Database",Toronto,ON,In Person,Senior
Media Insights- Reporting Analyst,Walmart Canada,Unknown,Mississauga,ON,In Person,Not Applicable
Central Planning Analyst,T&T Supermarket,"Excel, Sql, Database",Markham,ON,In Person,Not Applicable
IT Business Intelligence Analyst,Top Aces,"Power Bi, Ssrs, Azure, Sql",Dorval,QC,In Person,Not Applicable
Senior Operations Analyst,Manitoba Public Insurance,"Spss, Tableau, Power BI, Sql, Python, R",Winnipeg,MB,In Person,Senior
"Analyst, Ancillary Optimization",Porter Airlines Inc.,"Tableau, Vba, Excel, Sql",Toronto,ON,In Person,Not Applicable
Measurement Services Business Analyst,FortisBC,"C#, Sas",Penticton,BC,In Person,Not Applicable
Senior Business Analyst - Healthcare,Mariner Innovations,Gap,Remote,Remote,Remote,Senior
Pricing Analyst,AutoTrader.ca,.Net,Greater Toronto Area,ON,In Person,Not Applicable
Transformation Analyst,"Trimac Transportation, Ltd (ND)","Excel, Tableau, Sql, Asana",Edmonton,AB,In Person,Not Applicable
Data Analyst / Analyste de donnÃƒÂ©es,FlightHub,"Excel, Sql",Montreal,QC,In Person,Not Applicable
BI Engineer,Parallels,"Tableau, Power BI, Snowflake, Looker, Postgresql",Toronto,ON,In Person,Not Applicable
Senior Business Analyst - Healthcare,Mariner Innovations,Gap,Remote,Remote,Remote,Senior
Pricing Analyst,AutoTrader.ca,.Net,Greater Toronto Area,ON,In Person,Not Applicable
BI Engineer,Parallels,"Tableau, Power BI, Snowflake, Looker, Postgresql",Toronto,ON,In Person,Not Applicable
Transformation Analyst,"Trimac Transportation, Ltd (ND)","Excel, Tableau, Sql, Asana",Edmonton,AB,In Person,Not Applicable
Data Analyst / Analyste de donnÃƒÂ©es,FlightHub,"Excel, Sql",Montreal,QC,In Person,Not Applicable
"Analyste dÃ¢â‚¬â„¢ÃƒÂ©tudes / Study Analyst, Real World Solutions",IQVIA,Excel,Kirkland,QC,In Person,Not Applicable
Project Analyst,AFL Telecommunications LLC,"Excel, Smartsheet",Surrey,BC,In Person,Not Applicable
Senior Data Visualization Architect,Tekshapers Software Solutions Pvt Ltd,"Sql, Big Data, Database, Machine Learning, Cassandra, Big Data, Snowflake, D3.Js, Hadoop, Google Bigquery, Python, Javascript, R",Vancouver,BC,In Person,Senior
Technology Analyst - SQL Data Engineer,Infosys,"Sql, Snowflake, Azure, R, Talend",Montreal,QC,In Person,Not Applicable
Pricing and Product Analyst,Monark,"Power BI, Tableau, Excel, Python, R",White Rock,BC,In Person,Not Applicable
Cost Analyst,MultiTech,Excel,Toronto,ON,In Person,Not Applicable
BI Engineer,COREL CORPORATION USA,"Tableau, Power BI, Snowflake, Looker, Postgresql",Toronto,ON,In Person,Not Applicable
Data and BI Expert,GFT Technologies SE,"Vue, C",Montreal,QC,In Person,Not Applicable
"Analyst, Business Systems",Fraser Health,Unknown,Surrey,BC,In Person,Not Applicable
Toronto or Montreal - Global Trade - Customs Analyst,EY,Unknown,Toronto,ON,In Person,Not Applicable
Research Data Coordinator and Analyst,University of Alberta,"Stata, R",Edmonton,AB,In Person,Not Applicable
BI Engineer,COREL CORPORATION USA,"Tableau, Power BI, Snowflake, Looker, Postgresql",Waterloo,ON,In Person,Not Applicable
Private Markets Investment Analyst,G2S2 Capital Inc,Excel,Halifax,NS,In Person,Not Applicable
BI Engineer,COREL CORPORATION USA,"Tableau, Power BI, Snowflake, Looker, Postgresql",Ottawa,ON,In Person,Not Applicable
Senior Business Analyst,Prophecy Technologies Corp,Excel,London,ON,In Person,Senior
market research analyst,IQ4I Canada Inc,Unknown,Ancaster,ON,In Person,Not Applicable
data analyst - informatics and systems,Colours of Punjabi Event Organization Inc.,"Database, Database, Html, Sql, Mysql",Surrey,BC,In Person,Not Applicable
BI Engineer - Black Panther,Electronic Arts,"Html, Aws, Sql, Git, Azure, Python, Looker, Database",Vancouver,BC,In Person,Not Applicable
Senior Data Analyst,Clutch Technologies Inc.,"Tableau, Sql",Etobicoke,ON,In Person,Senior
Senior Business Analyst,Capgemini,Excel,Montreal,QC,In Person,Senior
Business Systems Analyst,AtkinsRÃƒÂ©alis,"Power Bi, Html, Power Platform, Excel, Css, Javascript, Database",Richmond,BC,In Person,Not Applicable
CMMS Analyst (Hybrid),Lululemon,Excel,Delta,BC,In Person,Not Applicable
Senior Marketing Analyst,Absorb Software,"Html, Tableau, Power BI, Css, Bigquery, Javascript, Fivetran",Remote,Remote,Remote,Senior
Demand and Insights Analyst,Purdys Chocolatier,"Power Bi, Gap, Excel",Vancouver,BC,In Person,Not Applicable
systems analyst,Helios Retail Consulting Limited,"C#, Database, Html, Sql, Git, Perl, Java, Groovy, Tcl, Python, Lua",Oakville,ON,In Person,Not Applicable
Demand and Insights Analyst,Purdys Chocolatier,"Power Bi, Gap, Excel",Vancouver,BC,In Person,Not Applicable
CMMS Analyst (Hybrid),Lululemon,Excel,Mississauga,ON,In Person,Not Applicable
QA Analyst,VERB Interactive,"Html, Javascript, Css",Remote in Halifax,Remote,Hybrid,Not Applicable
BI Engineer,COREL CORPORATION USA,"Tableau, Power BI, Snowflake, Looker, Postgresql",Winnipeg,MB,In Person,Not Applicable
Sales Support Analyst,Piller's Fine Foods,"Power Bi, Excel, Factor",Waterloo,ON,In Person,Not Applicable
"Analyst, FP&A",CCM Hockey,"Tableau, Looker",Montreal,QC,In Person,Not Applicable
IT (information technology) business analyst,QualPro Systems Inc.,Unknown,North York,ON,In Person,Not Applicable
"Supply Chain Master Data Analyst (Hybrid: Calgary, AB) - Hybrid",Enbridge Contingent Talent Community,"Oracle Cloud, Excel, Power Bi",Calgary,AB,In Person,Not Applicable
database analyst,COHASH IT SERVICES INC.,"Sql, Shell, Git, Perl, Oracle Database, Javascript, Database",Burnaby,BC,In Person,Not Applicable
KÃƒÂ¶rber Business Analyst/KÃƒÂ¶rber Analyste ÃƒÂ©conomique,Exertis | JAM,"Gap, Vue, R",Baie-d'urfe,QC,In Person,Not Applicable
Business Analyst - Hybrid,CarltonOne,Snowflake,Markham,ON,In Person,Not Applicable
Senior Pricing Analyst,The Dufresne Group (TDG),"Tableau, Sql, Excel, Python, R",Winnipeg,MB,In Person,Senior
Tech Lead / Developpeur BI,CGI,Unknown,Montreal,QC,In Person,Not Applicable
DÃƒÂ©veloppeur-analyste Power BI,airmedic,"Power Bi, Sql, Azure, Power BI, Ssis, Sqlserver, .Net",Saint-Hubert,QC,In Person,Not Applicable
Senior Reporting Business Analyst,Intact,Unknown,Montreal,QC,In Person,Senior
Tech Lead / Developpeur BI,CGI,Unknown,Montreal,QC,In Person,Not Applicable
DÃƒÂ©veloppeur-analyste Power BI,airmedic,"Power Bi, Sql, Azure, Power BI, Ssis, Sqlserver, .Net",Saint-Hubert,QC,In Person,Not Applicable
Business Analyst (Intermediate),CGI,Unknown,Montreal,QC,In Person,Mid
Senior Business Analyst - Healthcare,Mariner Innovations,Gap,Remote,Remote,Remote,Senior
Bilingual Senior Business Analyst,GFT Technologies SE,"Gap, Jira, Confluence",Montreal,QC,In Person,Senior
BI Engineer,COREL CORPORATION USA,"Tableau, Power BI, Snowflake, Looker, Postgresql",Vancouver,BC,In Person,Not Applicable
"Senior Operations Analyst, Capacity Planning",Vancouver Airport Authority,"Power Bi, Tableau, Excel",Vancouver,BC,In Person,Senior
Senior Business Systems Analyst,Royal Bank of Canada,"Tableau, Sql, Confluence, Hadoop, Jira, Database",Calgary,AB,In Person,Senior
Lead Business Systems Analyst,SS&C,"C#, Sql, Excel, Jira, Database",Mississauga,ON,In Person,Not Applicable
Compensation Analyst,Douglas College,Unknown,New Westminster,BC,In Person,Not Applicable
business analyst - computer systems,EKZERO CORPORATION,"Sql, Confluence, Github, Java, Jira",Woodbridge,ON,In Person,Not Applicable
Business Systems Analyst Senior (MICROSOFT DYNAMICS) - REMOTE,Gallagher,"C#, Fabric",Remote in Toronto,Remote,Hybrid,Senior
"P & C Insurance Business Analyst, Implementations",Ontario Mutuals,"C#, R",London,ON,In Person,Not Applicable
"Services Practice Group, Senior Business Analyst",Egon Zehnder,Unknown,Montreal,QC,In Person,Senior
Business Analyst,CBIG- Canadian Benefits Invst & Ins Grp,Excel,Prince George,BC,In Person,Not Applicable
"P&C Insurance Business Analyst, Implementations",Cognition+,R,Remote in London,Remote,Hybrid,Not Applicable
business systems analyst,CognitoCRM,Unknown,Mississauga,ON,In Person,Not Applicable
Architecte BI Databricks-OpportunitÃƒÂ© ouverte aux candidats ÃƒÂ  l'international,CGI,Unknown,Montreal,QC,In Person,Not Applicable
IT (information technology) business analyst,aim1221 tech solutions Inc,Unknown,Edmonton,AB,In Person,Not Applicable
Senior Benefits Analyst,Greenshield Holdings,"Excel, Excel",Etobicoke,ON,In Person,Senior
"Senior Business Analyst, Informatics/Business Intelligence, DARE",PHSA,C,Vancouver,BC,In Person,Senior
V.I.E. Programmer Analyst- H/F/X,SociÃƒÂ©tÃƒÂ© GÃƒÂ©nÃƒÂ©rale,"Git, Docker, Github, Java, Jira, Postgresql",Montreal,QC,In Person,Not Applicable
sales analyst,Miniso,Unknown,Edmonton,AB,In Person,Not Applicable
Inventory Accounting Analyst - Contract,Stelco,Excel,Haldimand,ON,In Person,Not Applicable
Business Analyst with BI,C.G.I.,"Sql, Excel, Azure, Tableau, Power Bi",Montreal,QC,In Person,Not Applicable
Senior Business Analyst - GFT,Royal Bank of Canada,Sql,Toronto,ON,In Person,Senior
"Business Analyst, Temporary",Aviso Wealth,Sql,Toronto,ON,In Person,Not Applicable
business systems analyst,Horizon Tech Services INC,Unknown,Calgary,AB,In Person,Not Applicable
Analyste des revenus - Revenue Analyst,Foodtastic,"Power BI, Tableau, Excel, Vue",Montreal,QC,In Person,Not Applicable
business systems analyst,Global One Data Inc.,Unknown,Surrey,BC,In Person,Not Applicable
"Sr. Analyst, Logistics",BAXTER,Excel,Mississauga,ON,In Person,Not Applicable
"Senior Manager, Business Planning & Market Intelligence",Samsung Electronics,Unknown,Mississauga,ON,In Person,Senior
Logistics Support and Reliability Analyst - Intermediate,Aversan,Excel,Ottawa,ON,In Person,Mid
Senior Business Analyst,BMO Financial Group,Unknown,Toronto,ON,In Person,Senior
Senior Compensation Analyst,Thomson Reuters,"Excel, Power Bi, Database",Toronto,ON,In Person,Senior
business systems analyst,Premiumreal Technologies Inc.,Jira,Nepean,ON,In Person,Not Applicable
business systems analyst,D.D ENTERPRISES INC,Unknown,Brampton,ON,In Person,Not Applicable
marketing analyst,MANRO ENTERPRISES LTD,Excel,Surrey,BC,In Person,Not Applicable
Data Analyst - Data Science & Analysis,McGill University,"Machine Learning, Sql, Julia, Python, R",Montreal,QC,In Person,Not Applicable
"Junior Research Analyst - Data science, Mixed Methods",McGill University,"Machine Learning, Sql",Montreal,QC,In Person,Junior
Data Analyst - Data Science & Analysis,McGill University,"Machine Learning, Sql, C#, Julia, Python, R",Montreal,QC,In Person,Not Applicable
Data & System Analyst GTS,BRP,"Power Bi, Power BI, Reason",Valcourt,QC,In Person,Not Applicable
"Junior Research Analyst - Data science, Mixed Methods",McGill University,"C#, Machine Learning, Sql",Montreal,QC,In Person,Junior
Data & System Analyst GTS,BRP,"Power Bi, Power BI, Reason",Sherbrooke,QC,In Person,Not Applicable
Staff Data Analyst,HelloFresh,"Tableau, Python, Excel, Sql",Toronto,ON,In Person,Not Applicable
Data Analyst - Regular Full-Time,District of Squamish,"C#, Sql",Squamish,BC,In Person,Not Applicable
Business Analyst - 355 - Remote,Voyageur Aviation Corp,"Power Bi, Excel",Remote in North Bay,Remote,Hybrid,Not Applicable
"2024 CAE Group, Fall Data Governance Analyst (8 Months)",Royal Bank of Canada,"Tableau, Plotly, Sql, Python, R",Toronto,ON,In Person,Not Applicable
Product Analyst,Absorb Software,"Html, Tableau, Sql, Confluence, Jira, Power Bi, Python, Looker, R",Remote,Remote,Remote,Not Applicable
Staff Business intelligence Analyst,SurveyMonkey,"C#, Tableau, Sql, Databricks, Excel, Snowflake, Power Bi",Remote,Remote,Remote,Not Applicable
Data Analyst Intern,Klue,"Python, Excel",Vancouver,BC,In Person,Not Applicable
"Senior Analyst, Enterprise Analytics",Zendesk,"Tableau, Looker, Sql",Montreal,QC,In Person,Senior
Senior Technical Analyst Ã¢â‚¬â€œ Business Intelligence Developer,Vancouver Airport Authority,"Python, Power BI, Qlik Sense, Sql",Vancouver,BC,In Person,Senior
Data Analyst,Surerus Murphy Joint Venture,"Azure, Sql, Power Bi, Power Platform, Power BI, Databricks, Ssrs",Calgary,AB,In Person,Not Applicable
Pricing Analyst Prin,Dayforce,"Power Bi, Tableau, Excel, Database",Remote,Remote,Remote,Not Applicable
database analyst,Chase Auto Parts Inc.,"Database, Sql, Database, Mysql, Python, R",Mississauga,ON,In Person,Not Applicable
Business Intelligence & Analytics Student,PCL Construction,"Power Bi, C#, Python, Sql",Edmonton,AB,In Person,Not Applicable
"Analyst, Business Systems",MHI RJ Aviation ULC,"Python, Sql, Excel, Azure, Git, Big Data, Css, Power Bi",Downsview,ON,In Person,Not Applicable
Service Analyst Improvement (FinOps),SITA Switzerland Sarl,"Power BI, Aws, Excel, Azure, Power Bi",Montreal,QC,In Person,Not Applicable
Business Systems & Data Analyst,Mattr,"Power Bi, Tableau, Excel, Sql",Toronto,ON,In Person,Not Applicable
Data Analyst - KENWAVE SOLUTIONS INC.,Kenaidan Contracting Ltd,"Python, Sql, Machine Learning, Matlab",Mississauga,ON,In Person,Not Applicable
Business Analyst,IT Chapter,Unknown,Ottawa,ON,In Person,Not Applicable
"Senior Business Analyst, Data Analytics, Reporting & Evaluation",PHSA,C,Vancouver,BC,In Person,Senior
BI Reporting Consultant,CIBC,"Azure, Python, Apex, Java",Toronto,ON,In Person,Not Applicable
Business Insights Analyst,Acosta,Excel,Toronto,ON,In Person,Not Applicable
ERP Data Analyst,Velixo,"Excel, Sql, Excel",Montreal,QC,In Person,Not Applicable
Performance Marketing Analyst,Function Growth Inc.,"Looker, Html, Tableau, Excel, Power Bi, Javascript",Remote,Remote,Remote,Not Applicable
Allocations Analyst,Arc'teryx,Excel,North Vancouver,BC,In Person,Not Applicable
Integrated Planning and Budgeting Analyst,University of Waterloo,Unknown,Waterloo,ON,In Person,Not Applicable
Business Intelligence Engineer,Kohl & Frisch Ltd,"Azure, Ssis, Sql, SQL, Databricks, Ssrs, Power Bi, Database",Concord,ON,In Person,Not Applicable
information technology (IT) data analyst,V Manage IT,Database,Delta,BC,In Person,Not Applicable
Finance Data Analyst,Computershare,"Database, Tableau, Power BI, Sql, Mysql, Gap, Java, Ssrs, Seaborn, C#, Python, Matplotlib",Toronto,ON,In Person,Not Applicable
Client Success Analyst,Qventus,"Looker, Snowflake, Machine Learning, Sql",Remote,Remote,Remote,Not Applicable
FO 18R - Business Analyst,BC Public Service,Unknown,100 Mile House,BC,In Person,Not Applicable
"Senior Business Analyst, Investment Data Operations",OMERS,"Crystal, Sql, Excel, Azure, Eagle",Toronto,ON,In Person,Senior
FO 18R - Business Analyst,BC Public Service,Unknown,100 Mile House,BC,In Person,Not Applicable
Senior Finance Data Analyst (Commercial Finance),Computershare,"Tableau, Sql, Excel, Gap, Java, C#, Database",Toronto,ON,In Person,Senior
Sr. Data Analyst (Revenue Assurance),Rogers Communications,"Tableau, Excel, Databricks, Sas, Power Bi, Python, Vba, Database",Toronto,ON,In Person,Not Applicable
information technology (IT) data analyst,AG Marketing & Development Group Inc,Database,Mississauga,ON,In Person,Not Applicable
business data analyst,Infin8 Brands Inc,Unknown,Markham,ON,In Person,Not Applicable
"Field Sales Operations Analyst, Canada","Amazon Web Services Canada, Inc.","Aws, Tableau, Excel, Sql",Toronto,ON,In Person,Not Applicable
Program Analyst,Emterra Group,Asana,Oakville,ON,In Person,Not Applicable
HRIS System Analyst,BC Rapid Transit Co. Ltd,Unknown,Metro Vancouver Regional District,BC,In Person,Not Applicable
"Business Analyst, Supplier Engagement (Askuity division)",The Home Depot Canada,Excel,Toronto,ON,In Person,Not Applicable
"Business Analyst, Order Management (Temporary, 18 months)",BRP,"Reason, Sql",Sherbrooke,QC,In Person,Not Applicable
"Analyst, Business Systems",MHI Canada Aerospace Inc.,"Python, Sql, Excel, Azure, Git, Big Data, Css, Power Bi",Toronto,ON,In Person,Not Applicable
Analyst/Administrative Assistant,Vancouver Coastal Health,"Excel, Database",Vancouver,BC,In Person,Not Applicable
Application Analyst,JLL,"Crystal, Sql, Excel, Javascript, Database",Toronto,ON,In Person,Not Applicable
business intelligence specialist,Prophet Business Group ULC,Sql,Winnipeg,MB,In Person,Not Applicable
marketing analytics analyst,BioAro Inc.,Unknown,Calgary,AB,In Person,Not Applicable
Business Systems Analyst / Analyste des systÃƒÂ¨mes de gestion,The Maples Group (Financial Services),"Gap, Excel",Montreal,QC,In Person,Not Applicable
Real Estate Analyst,Broadstreet Properties LTD,Database,Winnipeg,MB,In Person,Not Applicable
database analyst,Nautical Consulting Group Ltd.,Database,Surrey,BC,In Person,Not Applicable
Business Analyst (Contract),NRT Technology Corp.,"Jira, Confluence",Toronto,ON,In Person,Not Applicable
Global Inventory Analyst,BRP,"Reason, Sql, Excel, Snowflake, Power Bi",Sherbrooke,QC,In Person,Not Applicable
Revenue Operations Analyst,MaintainX,"Shell, C",Toronto,ON,In Person,Not Applicable
Business Analyst (Intermediate) 7597-0414,Foilcon,"Sql, Database",Toronto,ON,In Person,Mid
"Analyst, Economic Policy & Sustainability",Airports Council International,Excel,Montreal,QC,In Person,Not Applicable
database analyst,KONECT NLP AI INC.,"Database, Html, Git, Sql, Shell, Java, Groovy, Javascript",Surrey,BC,In Person,Not Applicable
Logistics Analyst,Labatt Breweries Canada,"Power Bi, Tableau, Excel",Moncton,NB,In Person,Not Applicable
Senior Business Analyst,Port of Vancouver,"Excel, Jira",Vancouver,BC,In Person,Senior
IT (information technology) business analyst,QualPro Systems Inc.,Unknown,North York,ON,In Person,Not Applicable
Senior Workforce Management Analyst,OMERS,"Erlang, Reason, Excel, Gap, C",Toronto,ON,In Person,Senior
